id,template_id,day_number,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty_level,points,is_active,is_deleted,created_at,updated_at,created_by,updated_by
b1c74c44-a52a-4bfd-8cee-71d650729f89,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q11: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ddbd8abf-4b67-47d4-b831-253d2eb48a2e,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q12: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
f8b8d20b-1092-4959-9697-d16aad2e4c4d,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q13: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
fa3ed6e9-8f6a-45c0-8077-cd4c8432d175,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q14: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b2dd09f1-7992-4c9b-bf2b-6bd50a3aa3f9,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q15: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ebe89c8d-8785-46d1-a062-cb886ba8ce63,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q16: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c8dfc0e6-97bf-4b11-ab20-591cc0a1afb3,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q17: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
319627c1-4be8-495a-b24c-316fc422c998,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q18: Escape velocity of a body from Earth's surface is approximately:,11.2 km/s,8.2 km/s,5.6 km/s,11.2 m/s,A,Ve = sqrt(2gRe) approx 11.2 km/s.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
428e068f-83c5-410c-969a-3e935b803d1b,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,"Day 1 - Q19: According to Hooke's law, stress is proportional to:",Strain,Elastic limit,Force,Young's Modulus,A,Stress = E * Strain within elastic limits.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9ac30eef-ddd1-43b3-ad45-d6b6206bdc9e,e81d77a0-0001-4c12-a167-9bf461d3fa01,1,Day 1 - Q20: Viscosity of a liquid generally _____ with temperature increase.,Decreases,Increases,Remains constant,First increases then decreases,A,Liquid viscosity decreases with higher temperature due to weaker cohesive forces.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0eece8f4-abcc-4787-94f2-9013692e289d,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q1: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
09b65abf-1743-467e-82fd-0dc384d5ea94,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q2: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
61b8cd8b-eb78-42fc-8885-d9ea5032e42b,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q3: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
39db7290-d44c-4922-9d27-bdb4b591a4b8,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q4: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
4fe090ac-9069-4614-8b1f-4391e923fc15,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q5: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c4fa0775-1db6-4842-9560-d351a32d941f,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q6: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5759bb87-7bdf-4a12-9517-36a0f545c47c,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q7: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b9dbd1da-6784-49b1-8fcb-acccd0d7df53,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q8: Escape velocity of a body from Earth's surface is approximately:,11.2 km/s,8.2 km/s,5.6 km/s,11.2 m/s,A,Ve = sqrt(2gRe) approx 11.2 km/s.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5b202f50-dcf5-44e8-b28c-a41b0d072c57,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,"Day 2 - Q9: According to Hooke's law, stress is proportional to:",Strain,Elastic limit,Force,Young's Modulus,A,Stress = E * Strain within elastic limits.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
381d7bcc-9de4-4eb3-bc6e-f9fcf1f342a4,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q10: Viscosity of a liquid generally _____ with temperature increase.,Decreases,Increases,Remains constant,First increases then decreases,A,Liquid viscosity decreases with higher temperature due to weaker cohesive forces.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0314930b-4eb9-4308-9fc6-4c8f29d8e930,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q11: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
aa3f13de-5c67-42c3-be40-e79e77f91099,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q12: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
2fa939a0-1385-4f30-befb-0a834b4ac8c6,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q13: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a20bb7c5-1992-4d11-9829-8ff88e20a8a2,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q14: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
62632fe7-a7f9-4de6-a1b9-934dfb4231f4,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q15: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
986775b3-40e8-4d0f-ad12-a8d07394ca24,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q16: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
71aea3c6-f040-46cb-93ac-4388c01c2c95,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q17: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ef983b62-2530-489e-8d73-a7026a6a4640,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q18: Escape velocity of a body from Earth's surface is approximately:,11.2 km/s,8.2 km/s,5.6 km/s,11.2 m/s,A,Ve = sqrt(2gRe) approx 11.2 km/s.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9fd5e081-ed4b-4a2a-a5fa-0031f0501f9b,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,"Day 2 - Q19: According to Hooke's law, stress is proportional to:",Strain,Elastic limit,Force,Young's Modulus,A,Stress = E * Strain within elastic limits.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a8ac7462-7d83-40f9-9904-ee9450fbe3a8,e81d77a0-0001-4c12-a167-9bf461d3fa01,2,Day 2 - Q20: Viscosity of a liquid generally _____ with temperature increase.,Decreases,Increases,Remains constant,First increases then decreases,A,Liquid viscosity decreases with higher temperature due to weaker cohesive forces.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
04743154-24f2-4d69-b185-6887491c2f5c,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q1: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
7fadf140-ebdb-4ffa-b6a4-8eec07b7aa71,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q2: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
6720e354-1e75-4138-92b7-c23c123193c1,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q3: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
67840bdb-5a39-4baa-8bed-2a55ea469a70,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q4: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
06ee7d2f-ff32-492f-9824-7f19ec6abfb5,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q5: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
17d7cb75-0adc-46e0-95de-7b795c340706,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q6: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
3679d621-1f59-476d-bc9a-780e324a6a06,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q7: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
fbe81ee2-5de1-41cc-a165-3f40956a4527,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q8: Escape velocity of a body from Earth's surface is approximately:,11.2 km/s,8.2 km/s,5.6 km/s,11.2 m/s,A,Ve = sqrt(2gRe) approx 11.2 km/s.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
36f02dda-7e6a-465a-9669-23365d567471,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,"Day 3 - Q9: According to Hooke's law, stress is proportional to:",Strain,Elastic limit,Force,Young's Modulus,A,Stress = E * Strain within elastic limits.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b374786d-6f1c-4de8-bd05-26c392d497cd,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q10: Viscosity of a liquid generally _____ with temperature increase.,Decreases,Increases,Remains constant,First increases then decreases,A,Liquid viscosity decreases with higher temperature due to weaker cohesive forces.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a54c95cf-d093-4753-9b2c-a74048814161,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q11: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b9847a04-347f-4fb1-9c41-6a3c777fce05,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q12: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
2609a0a3-99a5-461f-8ec4-dfc8bf2cc5ca,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q13: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c29e9bcc-7a07-42d2-acc8-bad71e216079,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q14: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9862ac7c-d666-4263-8f03-83caa621049b,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q15: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0e3227f9-02aa-45d3-b994-3d6b7abc1b24,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q16: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
7dc6f01e-6161-45f8-ba51-835ad78c1611,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q17: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
86195206-5b07-4c49-bcc8-7bef162168bd,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q18: Escape velocity of a body from Earth's surface is approximately:,11.2 km/s,8.2 km/s,5.6 km/s,11.2 m/s,A,Ve = sqrt(2gRe) approx 11.2 km/s.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
6433821c-61cf-47da-8f82-fbf5ce7a0c08,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,"Day 3 - Q19: According to Hooke's law, stress is proportional to:",Strain,Elastic limit,Force,Young's Modulus,A,Stress = E * Strain within elastic limits.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
2eb3d465-a1d3-4bf4-9ab2-542d0ce37ef4,e81d77a0-0001-4c12-a167-9bf461d3fa01,3,Day 3 - Q20: Viscosity of a liquid generally _____ with temperature increase.,Decreases,Increases,Remains constant,First increases then decreases,A,Liquid viscosity decreases with higher temperature due to weaker cohesive forces.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
2db9eadd-4c31-4177-819c-c30134d49ff6,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q1: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
56e0fa6f-006f-43cc-959d-63efca6a2879,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q2: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
932bbed1-5d46-4270-9545-e6e0c7ec1773,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q3: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c441bd36-69cc-4a97-a083-48c1e3427cc5,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q4: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
64a1138b-b0c4-4b7b-9b80-a00ed7a44306,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q5: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
937412b9-5944-4b1c-8b9f-2d270a15c21d,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q6: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9cbcc735-82d5-472c-a550-b637c3619bcf,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q7: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
505bc8c0-09d5-42e9-b28c-b68178bad0c1,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q8: Escape velocity of a body from Earth's surface is approximately:,11.2 km/s,8.2 km/s,5.6 km/s,11.2 m/s,A,Ve = sqrt(2gRe) approx 11.2 km/s.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b1ff0ba0-764c-43fa-ab4b-98f61f8b589e,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,"Day 4 - Q9: According to Hooke's law, stress is proportional to:",Strain,Elastic limit,Force,Young's Modulus,A,Stress = E * Strain within elastic limits.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0e77eaa2-cbb9-4037-ac00-72148dadf360,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q10: Viscosity of a liquid generally _____ with temperature increase.,Decreases,Increases,Remains constant,First increases then decreases,A,Liquid viscosity decreases with higher temperature due to weaker cohesive forces.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
56e46293-b8cc-4b8d-86a2-cbbb4c179790,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q11: What is the SI unit of power?,Watt,Joule,Newton,Pascal,A,Power is work done per unit time. Unit is Watt (J/s).,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
6d6056a4-8fcf-459d-9292-fccf45764e60,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q12: What is the acceleration due to gravity on Earth's surface?,9.8 m/s^2,8.9 m/s^2,10.5 m/s^2,7.6 m/s^2,A,Standard value of g is 9.8 m/s^2.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
14b8c6d2-cf0e-4ab0-b209-508906d80ec9,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q13: A particle moves in a circle of radius r with constant speed v. What is its centripetal acceleration?,v^2/r,v/r,v^2 r,v r^2,A,Centripetal acceleration is given by a = v^2/r.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a915dcf9-3b55-4fe9-9383-7dda2a909dbb,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q14: What type of collision conserves both momentum and kinetic energy?,Elastic,Inelastic,Perfect Inelastic,Plastic,A,Elastic collisions conserve both kinetic energy and linear momentum.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5d0a7c61-53ab-4e42-ba01-15fbdc43f8ec,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q15: Work done by a centripetal force is always:,Zero,Positive,Negative,Infinite,A,"Force and displacement are perpendicular (theta = 90), so Work = F.d.cos(90) = 0.",medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9bc4d5c1-a851-48c2-8e4b-59e51b7754d6,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q16: The area under a velocity-time graph represents:,Displacement,Acceleration,Force,Impulse,A,Integral of v dt represents displacement.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c48f0f54-c29a-4626-87fe-8f9bff5c783a,e81d77a0-0001-4c12-a167-9bf461d3fa01,4,Day 4 - Q17: The moment of inertia of a ring of mass M and radius R about its central axis is:,MR^2,1/2 MR^2,2/5 MR^2,3/2 MR^2,A,I = MR^2 for a thin circular ring about its axis.,medium,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
